startup_id,startup_name,industry,location,market_size_estimate,market_growth_rate,founder_experience_years,founder_previous_exits,founder_education_level,team_size,monthly_active_users,revenue_last_month,growth_rate_last_3_months,pilot_partnerships,funding_rounds,total_funding_received,investors_count,status,pitch_deck_summary,vision_statement,problem_statement,succeeded_in_funding
881,Walker-Rogers,E-commerce,Kolkata,2429082327,5.99,17,2,Masters,94,269227,39475270,18.11,True,0,948261977,5,Closed,"Stuff far beyond care make dog. Particularly tree open address leader for lot. Behind see early along.
Garden develop as pressure. Add participant political become meet. Would as or raise.",Polarized zero-defect infrastructure,seize granular platforms,True
882,Hart Group,E-commerce,Chennai,3333910353,17.69,3,0,Masters,117,408851,29239727,35.85,True,4,807567699,4,Acquired,"Green rate stage my. Both such low shake soldier.
Each industry sell fill. Chance capital production good according indicate. Lawyer out sea class.",Reactive encompassing projection,grow wireless solutions,True
883,Marquez Ltd,E-commerce,Pune,1637730419,10.98,4,2,Masters,277,417363,35377497,33.35,True,1,712497364,1,Acquired,"Side letter measure effect meet. Yourself put guy again feel grow.
Crime pressure she type use. Reveal close blue play arrive onto amount. Building accept center agency drop but role. Majority they build training dream a social.",Customizable responsive project,syndicate B2B portals,True
884,Anderson-Buchanan,Healthtech,Kolkata,2853966521,6.58,12,0,Bachelors,135,303146,32572980,43.11,True,0,831349524,1,Active,"Upon involve each. Song although family make environmental. Physical Mr modern energy red per necessary.
Sort best son enter back require describe. Fire employee sure opportunity city can physical situation.",Total systematic Graphic Interface,integrate revolutionary channels,True
885,Roberson-Jones,Agritech,Pune,3745613177,16.18,17,1,PhD,223,314760,49555109,38.72,False,4,695518460,9,Active,"East walk worry fill prevent. Ok window attack reality change resource. Training star fund behind. Later guess whole human stand on.
Body wonder professor. Have outside wait look or drop occur look.",Persistent real-time open system,transition open-source architectures,True
886,Miller-Mcintyre,Edtech,Chennai,4580173540,4.98,9,1,PhD,231,417037,44054887,25.11,True,4,648301108,7,Closed,College region section baby choice require seek. Buy minute low others. Million million coach fast better yourself. Everything also imagine want.,Public-key well-modulated protocol,seize turn-key architectures,True
887,Edwards-Le,Edtech,Bangalore,2738198464,19.33,19,1,PhD,282,388405,6815360,45.73,False,0,0,0,Closed,"Small turn pay respond reason way there. Animal song last although film.
If former herself black free. Seek institution plan nice walk eye heart.
Much data real amount family boy kid involve. Product show activity strong item far scientist.",Down-sized fresh-thinking access,embrace collaborative channels,False
888,"Stone, Rodriguez and Taylor",Fintech,Pune,3394140512,9.52,17,2,PhD,165,143108,34521172,2.4,True,0,530690479,1,Active,"Color road else unit perhaps suggest across sea.
Man right that she. Conference station rate. Yard difficult any.
Name lawyer wife network time. He really get notice else fill drop public.",Mandatory coherent parallelism,transform magnetic initiatives,True
889,Olson-Nelson,Healthtech,Kolkata,1602005975,3.22,13,2,MBA,191,306009,31521091,7.34,True,3,719544233,3,Acquired,"Middle writer size sense among. Remain Congress quickly suddenly wall.
Affect close standard. Give accept tell edge plan seven. They forget voice news avoid.
On safe step my. Allow network candidate approach travel lead now.",Future-proofed heuristic structure,benchmark cross-media solutions,True
890,Bell-Miller,E-commerce,Ahmedabad,2072129932,14.54,1,0,Bachelors,124,148522,37642572,40.47,False,4,660407551,7,Active,"Staff pattern whom PM. Ability let represent. Skin five past according television worry should.
Argue reach election wonder ability practice two. Herself town night often key from reflect.",Public-key radical support,target B2B functionalities,True
891,Santos-Goodman,AI/ML,Delhi,1913655391,4.33,7,0,MBA,117,351171,49952451,25.56,True,4,477728945,1,Active,"List traditional few every.
Treatment game development save example where. Market son or goal rest over walk.
Media experience have represent option talk. Trip more those similar. Party least life. Little another condition city story red.",Open-architected cohesive concept,redefine dynamic models,True
892,"Phillips, Wagner and Watkins",Gaming,Pune,3391516641,6.83,1,2,MBA,58,286183,36833328,9.7,True,4,182566981,7,Active,"Property ten value factor thus.
All life soldier art region able three. Song receive sing activity toward.
Someone me eye father. Page woman hard.
Before nation accept. Task teach bar crime natural break forward on.",Balanced cohesive time-frame,scale magnetic content,True
893,Robbins and Sons,SaaS,Hyderabad,4305587929,13.36,10,0,PhD,238,495408,40841618,16.57,False,0,0,0,Active,"Pay trade wind else. Economic travel computer worker. Management quickly voice step serious.
Down own attention would political professor. Recently together middle decade.
During final dinner field baby reality. Wear low impact could speak at.",Pre-emptive mission-critical migration,innovate seamless methodologies,False
894,Gardner-Williams,SaaS,Chennai,3825181289,12.53,18,1,PhD,230,208328,36158977,27.61,True,0,0,0,Closed,"Music seat conference coach. Be far people. Happen religious system. Production management something at.
Edge these production. Score table hit outside care year specific participant.",Seamless context-sensitive hierarchy,brand viral e-commerce,False
895,Saunders-Snyder,Edtech,Hyderabad,2114325702,7.63,19,0,Bachelors,207,447880,34294991,35.21,False,0,0,0,Acquired,"After culture suffer leg type letter. Grow particularly huge box training.
Exactly structure executive artist author together. Present young stock reach quality tell.
Administration everybody benefit reflect sign. Impact oil degree.",Profound 4thgeneration time-frame,morph mission-critical systems,False
896,Johnson LLC,SaaS,Ahmedabad,2507428819,17.05,5,0,Masters,285,433600,26458146,29.75,True,0,0,0,Closed,Also risk laugh size national. Hope check pass find by vote. Admit listen sign represent ground space experience investment.,Robust exuding intranet,reinvent vertical ROI,False
897,"Lopez, Greer and Thompson",Edtech,Kolkata,1716528105,19.34,17,0,Bachelors,200,232773,42935139,35.34,True,0,0,0,Active,"Purpose administration speech ahead day follow. Across return west Democrat particular. Fire high reality while relationship office.
Act stop action wide the amount. Movie study ago.",Reactive full-range groupware,synergize rich systems,False
898,Joseph LLC,Gaming,Delhi,2756329113,11.51,8,0,MBA,227,454028,16198024,9.84,False,0,0,0,Active,"Remember citizen without father. Seat form impact stand tell. Large government account.
Experience wife writer process stage man from. Occur concern much draw series.
Relate else thought real class she. Sport trial position doctor describe.",User-friendly global forecast,whiteboard 24/7 synergies,False
899,"Kelly, Lyons and Horn",AI/ML,Bangalore,3463712895,16.78,14,2,PhD,41,455623,25071958,36.17,True,4,123268213,8,Closed,"Style care former cut call place. Democratic knowledge trouble enter most.
Seem career manage. Member picture dog report appear really.
Able visit experience follow American girl scientist. Exist memory local head very push.",Optimized fresh-thinking groupware,benchmark rich niches,True
900,"Perez, Garcia and Marshall",Edtech,Bangalore,2180247608,16.95,2,2,Masters,120,274363,32118301,35.48,False,0,0,0,Active,"Win staff read cut employee. Customer call support. Research page successful finish.
His attorney reality among more. Easy at individual trial recognize box quickly certain. Worry character position live executive.",Open-source exuding archive,iterate 24/365 synergies,False
901,"Vang, Dominguez and Lane",Healthtech,Kolkata,1724127421,6.8,11,2,MBA,101,114135,15970724,36.15,False,0,696699487,9,Active,"Note toward study ability. Strategy evidence low.
Item picture recognize daughter environment risk describe. Present official send painting try behavior.
Exist house show make close measure police. Account chair as huge poor arm than.",Expanded didactic emulation,productize collaborative partnerships,True
902,Matthews-Simmons,Agritech,Chennai,3101226411,14.48,8,1,MBA,129,51298,29439963,10.0,True,0,0,0,Active,"Sing big receive card wait reason. Activity they hospital.
Factor subject material money bag. Move school policy wonder bill painting news event. Own daughter nothing boy draw.",Re-engineered multimedia groupware,revolutionize synergistic e-commerce,False
903,Logan Group,Healthtech,Pune,4113476538,17.45,17,1,Masters,140,263530,2052361,14.41,True,0,0,0,Active,"Game weight natural stay behind bed. Ever evening mother interest shake easy ball. Question manage event show effect new.
Final development sport evidence. Between people young home discussion read. Recent TV bad result.",Object-based dedicated middleware,scale vertical e-commerce,False
904,Bowman-Fitzgerald,Agritech,Pune,1758844753,16.37,1,2,PhD,150,243556,16718838,9.8,False,0,0,0,Acquired,"School about catch pay. Though about big. Federal certain consumer million spend.
Me school collection admit who fund happen beyond.
Outside until data no perhaps treat. International alone piece generation weight capital.",Triple-buffered scalable artificial intelligence,target end-to-end technologies,False
905,"Richardson, Garner and Burke",SaaS,Chennai,2445043237,16.7,14,2,PhD,164,396813,17745317,12.64,True,0,0,0,Acquired,"House management score off establish under. Treat civil agent government save expect data.
Involve position range major. Central compare reduce ago behind also certain letter.",Extended stable open system,grow B2B paradigms,False
906,Romero PLC,Agritech,Ahmedabad,1217311819,15.66,13,0,PhD,272,40080,46253586,34.69,True,0,303450543,6,Acquired,"Do off southern down part style better. Perhaps option subject than go against. Business dinner such step able south.
Theory year interesting audience carry. Claim meeting stock respond kid own house. Key want else everybody stock.",Fully-configurable didactic secured line,visualize leading-edge deliverables,True
907,Vasquez-Ruiz,Edtech,Pune,4821178347,5.47,18,1,Masters,33,252942,18177395,2.53,False,0,0,0,Active,"Alone impact civil. Painting everyone major above read. Participant common source difficult security national.
Three subject political heavy.",Front-line bandwidth-monitored attitude,generate cutting-edge architectures,False
908,Fleming Ltd,AI/ML,Chennai,4598638276,14.34,7,1,PhD,246,101588,16104140,3.29,False,1,586198861,9,Active,"While generation base best window raise. Assume analysis individual worry TV job. Detail sell rather responsibility.
Century nation especially play. Others set hold class development. Action create dog charge. Congress its month person.",Profit-focused 24/7 model,whiteboard leading-edge vortals,True
